name,dll,signature,description
CertRegisterSystemStore,CRYPT32.dll,"BOOL CertRegisterSystemStore(Void* pvSystemStore, UInt32 dwFlags, CERT_SYSTEM_STORE_INFO* pStoreInfo, Void* pvReserved)",待补充
CertRegisterPhysicalStore,CRYPT32.dll,"BOOL CertRegisterPhysicalStore(Void* pvSystemStore, UInt32 dwFlags, PWSTR pwszStoreName, CERT_PHYSICAL_STORE_INFO* pStoreInfo, Void* pvReserved)",待补充
CertUnregisterSystemStore,CRYPT32.dll,"BOOL CertUnregisterSystemStore(Void* pvSystemStore, UInt32 dwFlags)",待补充
CertUnregisterPhysicalStore,CRYPT32.dll,"BOOL CertUnregisterPhysicalStore(Void* pvSystemStore, UInt32 dwFlags, PWSTR pwszStoreName)",待补充
CertEnumSystemStoreLocation,CRYPT32.dll,"BOOL CertEnumSystemStoreLocation(UInt32 dwFlags, Void* pvArg, PFN_CERT_ENUM_SYSTEM_STORE_LOCATION pfnEnum)",待补充
CertEnumSystemStore,CRYPT32.dll,"BOOL CertEnumSystemStore(UInt32 dwFlags, Void* pvSystemStoreLocationPara, Void* pvArg, PFN_CERT_ENUM_SYSTEM_STORE pfnEnum)",待补充
CertEnumPhysicalStore,CRYPT32.dll,"BOOL CertEnumPhysicalStore(Void* pvSystemStore, UInt32 dwFlags, Void* pvArg, PFN_CERT_ENUM_PHYSICAL_STORE pfnEnum)",待补充
CertGetEnhancedKeyUsage,CRYPT32.dll,"BOOL CertGetEnhancedKeyUsage(CERT_CONTEXT* pCertContext, UInt32 dwFlags, CTL_USAGE* pUsage, UInt32* pcbUsage)",待补充
CertSetEnhancedKeyUsage,CRYPT32.dll,"BOOL CertSetEnhancedKeyUsage(CERT_CONTEXT* pCertContext, CTL_USAGE* pUsage)",待补充
CertAddEnhancedKeyUsageIdentifier,CRYPT32.dll,"BOOL CertAddEnhancedKeyUsageIdentifier(CERT_CONTEXT* pCertContext, PSTR pszUsageIdentifier)",待补充
CertRemoveEnhancedKeyUsageIdentifier,CRYPT32.dll,"BOOL CertRemoveEnhancedKeyUsageIdentifier(CERT_CONTEXT* pCertContext, PSTR pszUsageIdentifier)",待补充
CertGetValidUsages,CRYPT32.dll,"BOOL CertGetValidUsages(UInt32 cCerts, void* rghCerts, Int32* cNumOIDs, PSTR* rghOIDs, UInt32* pcbOIDs)",待补充
CryptMsgGetAndVerifySigner,CRYPT32.dll,"BOOL CryptMsgGetAndVerifySigner(Void* hCryptMsg, UInt32 cSignerStore, HCERTSTORE* rghSignerStore, UInt32 dwFlags, void* ppSigner, UInt32* pdwSignerIndex)",待补充
CryptMsgSignCTL,CRYPT32.dll,"BOOL CryptMsgSignCTL(UInt32 dwMsgEncodingType, Byte* pbCtlContent, UInt32 cbCtlContent, CMSG_SIGNED_ENCODE_INFO* pSignInfo, UInt32 dwFlags, Byte* pbEncoded, UInt32* pcbEncoded)",待补充
CryptMsgEncodeAndSignCTL,CRYPT32.dll,"BOOL CryptMsgEncodeAndSignCTL(UInt32 dwMsgEncodingType, CTL_INFO* pCtlInfo, CMSG_SIGNED_ENCODE_INFO* pSignInfo, UInt32 dwFlags, Byte* pbEncoded, UInt32* pcbEncoded)",待补充
CertFindSubjectInSortedCTL,CRYPT32.dll,"BOOL CertFindSubjectInSortedCTL(CRYPTOAPI_BLOB* pSubjectIdentifier, CTL_CONTEXT* pCtlContext, UInt32 dwFlags, Void* pvReserved, CRYPTOAPI_BLOB* pEncodedAttributes)",待补充
CertEnumSubjectInSortedCTL,CRYPT32.dll,"BOOL CertEnumSubjectInSortedCTL(CTL_CONTEXT* pCtlContext, void* ppvNextSubject, CRYPTOAPI_BLOB* pSubjectIdentifier, CRYPTOAPI_BLOB* pEncodedAttributes)",待补充
CertVerifyCTLUsage,CRYPT32.dll,"BOOL CertVerifyCTLUsage(UInt32 dwEncodingType, UInt32 dwSubjectType, Void* pvSubject, CTL_USAGE* pSubjectUsage, UInt32 dwFlags, CTL_VERIFY_USAGE_PARA* pVerifyUsagePara, CTL_VERIFY_USAGE_STATUS* pVerifyUsageStatus)",待补充
CertVerifyRevocation,CRYPT32.dll,"BOOL CertVerifyRevocation(UInt32 dwEncodingType, UInt32 dwRevType, UInt32 cContext, void* rgpvContext, UInt32 dwFlags, CERT_REVOCATION_PARA* pRevPara, CERT_REVOCATION_STATUS* pRevStatus)",待补充
CertCompareIntegerBlob,CRYPT32.dll,"BOOL CertCompareIntegerBlob(CRYPTOAPI_BLOB* pInt1, CRYPTOAPI_BLOB* pInt2)",待补充
CertCompareCertificate,CRYPT32.dll,"BOOL CertCompareCertificate(UInt32 dwCertEncodingType, CERT_INFO* pCertId1, CERT_INFO* pCertId2)",待补充
CertCompareCertificateName,CRYPT32.dll,"BOOL CertCompareCertificateName(UInt32 dwCertEncodingType, CRYPTOAPI_BLOB* pCertName1, CRYPTOAPI_BLOB* pCertName2)",待补充
CertIsRDNAttrsInCertificateName,CRYPT32.dll,"BOOL CertIsRDNAttrsInCertificateName(UInt32 dwCertEncodingType, UInt32 dwFlags, CRYPTOAPI_BLOB* pCertName, CERT_RDN* pRDN)",待补充
CertComparePublicKeyInfo,CRYPT32.dll,"BOOL CertComparePublicKeyInfo(UInt32 dwCertEncodingType, CERT_PUBLIC_KEY_INFO* pPublicKey1, CERT_PUBLIC_KEY_INFO* pPublicKey2)",待补充
CertGetPublicKeyLength,CRYPT32.dll,"UInt32 CertGetPublicKeyLength(UInt32 dwCertEncodingType, CERT_PUBLIC_KEY_INFO* pPublicKey)",待补充
CryptVerifyCertificateSignature,CRYPT32.dll,"BOOL CryptVerifyCertificateSignature(HCRYPTPROV_LEGACY hCryptProv, UInt32 dwCertEncodingType, Byte* pbEncoded, UInt32 cbEncoded, CERT_PUBLIC_KEY_INFO* pPublicKey)",待补充
CryptVerifyCertificateSignatureEx,CRYPT32.dll,"BOOL CryptVerifyCertificateSignatureEx(HCRYPTPROV_LEGACY hCryptProv, UInt32 dwCertEncodingType, UInt32 dwSubjectType, Void* pvSubject, UInt32 dwIssuerType, Void* pvIssuer, CRYPT_VERIFY_CERT_FLAGS dwFlags, Void* pvExtra)",待补充
CertIsStrongHashToSign,CRYPT32.dll,"BOOL CertIsStrongHashToSign(CERT_STRONG_SIGN_PARA* pStrongSignPara, PWSTR pwszCNGHashAlgid, CERT_CONTEXT* pSigningCert)",待补充
CryptHashToBeSigned,CRYPT32.dll,"BOOL CryptHashToBeSigned(HCRYPTPROV_LEGACY hCryptProv, UInt32 dwCertEncodingType, Byte* pbEncoded, UInt32 cbEncoded, Byte* pbComputedHash, UInt32* pcbComputedHash)",待补充
CryptHashCertificate,CRYPT32.dll,"BOOL CryptHashCertificate(HCRYPTPROV_LEGACY hCryptProv, UInt32 Algid, UInt32 dwFlags, Byte* pbEncoded, UInt32 cbEncoded, Byte* pbComputedHash, UInt32* pcbComputedHash)",待补充
CryptHashCertificate2,CRYPT32.dll,"BOOL CryptHashCertificate2(PWSTR pwszCNGHashAlgid, UInt32 dwFlags, Void* pvReserved, Byte* pbEncoded, UInt32 cbEncoded, Byte* pbComputedHash, UInt32* pcbComputedHash)",待补充
CryptSignCertificate,CRYPT32.dll,"BOOL CryptSignCertificate(HCRYPTPROV_OR_NCRYPT_KEY_HANDLE hCryptProvOrNCryptKey, UInt32 dwKeySpec, UInt32 dwCertEncodingType, Byte* pbEncodedToBeSigned, UInt32 cbEncodedToBeSigned, CRYPT_ALGORITHM_IDENTIFIER* pSignatureAlgorithm, Void* pvHashAuxInfo, Byte* pbSignature, UInt32* pcbSignature)",待补充
CryptSignAndEncodeCertificate,CRYPT32.dll,"BOOL CryptSignAndEncodeCertificate(HCRYPTPROV_OR_NCRYPT_KEY_HANDLE hCryptProvOrNCryptKey, CERT_KEY_SPEC dwKeySpec, UInt32 dwCertEncodingType, PSTR lpszStructType, Void* pvStructInfo, CRYPT_ALGORITHM_IDENTIFIER* pSignatureAlgorithm, Void* pvHashAuxInfo, Byte* pbEncoded, UInt32* pcbEncoded)",待补充
CertVerifyTimeValidity,CRYPT32.dll,"Int32 CertVerifyTimeValidity(FILETIME* pTimeToVerify, CERT_INFO* pCertInfo)",待补充
CertVerifyCRLTimeValidity,CRYPT32.dll,"Int32 CertVerifyCRLTimeValidity(FILETIME* pTimeToVerify, CRL_INFO* pCrlInfo)",待补充
CertVerifyValidityNesting,CRYPT32.dll,"BOOL CertVerifyValidityNesting(CERT_INFO* pSubjectInfo, CERT_INFO* pIssuerInfo)",待补充
CertVerifyCRLRevocation,CRYPT32.dll,"BOOL CertVerifyCRLRevocation(UInt32 dwCertEncodingType, CERT_INFO* pCertId, UInt32 cCrlInfo, void* rgpCrlInfo)",待补充
CertAlgIdToOID,CRYPT32.dll,PSTR CertAlgIdToOID(UInt32 dwAlgId),待补充
CertOIDToAlgId,CRYPT32.dll,UInt32 CertOIDToAlgId(PSTR pszObjId),待补充
CertFindExtension,CRYPT32.dll,"void CertFindExtension(PSTR pszObjId, UInt32 cExtensions, CERT_EXTENSION* rgExtensions)",待补充
CertFindAttribute,CRYPT32.dll,"void CertFindAttribute(PSTR pszObjId, UInt32 cAttr, CRYPT_ATTRIBUTE* rgAttr)",待补充
CertFindRDNAttr,CRYPT32.dll,"void CertFindRDNAttr(PSTR pszObjId, CERT_NAME_INFO* pName)",待补充
CertGetIntendedKeyUsage,CRYPT32.dll,"BOOL CertGetIntendedKeyUsage(UInt32 dwCertEncodingType, CERT_INFO* pCertInfo, Byte* pbKeyUsage, UInt32 cbKeyUsage)",待补充
CryptInstallDefaultContext,CRYPT32.dll,"BOOL CryptInstallDefaultContext(UIntPtr hCryptProv, CRYPT_DEFAULT_CONTEXT_TYPE dwDefaultType, Void* pvDefaultPara, CRYPT_DEFAULT_CONTEXT_FLAGS dwFlags, Void* pvReserved, void* phDefaultContext)",待补充
CryptUninstallDefaultContext,CRYPT32.dll,"BOOL CryptUninstallDefaultContext(Void* hDefaultContext, UInt32 dwFlags, Void* pvReserved)",待补充
CryptExportPublicKeyInfo,CRYPT32.dll,"BOOL CryptExportPublicKeyInfo(HCRYPTPROV_OR_NCRYPT_KEY_HANDLE hCryptProvOrNCryptKey, UInt32 dwKeySpec, UInt32 dwCertEncodingType, CERT_PUBLIC_KEY_INFO* pInfo, UInt32* pcbInfo)",待补充
CryptExportPublicKeyInfoEx,CRYPT32.dll,"BOOL CryptExportPublicKeyInfoEx(HCRYPTPROV_OR_NCRYPT_KEY_HANDLE hCryptProvOrNCryptKey, UInt32 dwKeySpec, UInt32 dwCertEncodingType, PSTR pszPublicKeyObjId, UInt32 dwFlags, Void* pvAuxInfo, CERT_PUBLIC_KEY_INFO* pInfo, UInt32* pcbInfo)",待补充
CryptExportPublicKeyInfoFromBCryptKeyHandle,CRYPT32.dll,"BOOL CryptExportPublicKeyInfoFromBCryptKeyHandle(BCRYPT_KEY_HANDLE hBCryptKey, UInt32 dwCertEncodingType, PSTR pszPublicKeyObjId, UInt32 dwFlags, Void* pvAuxInfo, CERT_PUBLIC_KEY_INFO* pInfo, UInt32* pcbInfo)",待补充
CryptImportPublicKeyInfo,CRYPT32.dll,"BOOL CryptImportPublicKeyInfo(UIntPtr hCryptProv, UInt32 dwCertEncodingType, CERT_PUBLIC_KEY_INFO* pInfo, UIntPtr* phKey)",待补充
CryptImportPublicKeyInfoEx,CRYPT32.dll,"BOOL CryptImportPublicKeyInfoEx(UIntPtr hCryptProv, UInt32 dwCertEncodingType, CERT_PUBLIC_KEY_INFO* pInfo, UInt32 aiKeyAlg, UInt32 dwFlags, Void* pvAuxInfo, UIntPtr* phKey)",待补充
CryptImportPublicKeyInfoEx2,CRYPT32.dll,"BOOL CryptImportPublicKeyInfoEx2(UInt32 dwCertEncodingType, CERT_PUBLIC_KEY_INFO* pInfo, CRYPT_IMPORT_PUBLIC_KEY_FLAGS dwFlags, Void* pvAuxInfo, BCRYPT_KEY_HANDLE* phKey)",待补充
CryptAcquireCertificatePrivateKey,CRYPT32.dll,"BOOL CryptAcquireCertificatePrivateKey(CERT_CONTEXT* pCert, CRYPT_ACQUIRE_FLAGS dwFlags, Void* pvParameters, HCRYPTPROV_OR_NCRYPT_KEY_HANDLE* phCryptProvOrNCryptKey, CERT_KEY_SPEC* pdwKeySpec, BOOL* pfCallerFreeProvOrNCryptKey)",待补充
CryptFindCertificateKeyProvInfo,CRYPT32.dll,"BOOL CryptFindCertificateKeyProvInfo(CERT_CONTEXT* pCert, CRYPT_FIND_FLAGS dwFlags, Void* pvReserved)",待补充
CryptImportPKCS8,CRYPT32.dll,"BOOL CryptImportPKCS8(CRYPT_PKCS8_IMPORT_PARAMS sPrivateKeyAndParams, CRYPT_KEY_FLAGS dwFlags, UIntPtr* phCryptProv, Void* pvAuxInfo)",待补充
CryptExportPKCS8,CRYPT32.dll,"BOOL CryptExportPKCS8(UIntPtr hCryptProv, UInt32 dwKeySpec, PSTR pszPrivateKeyObjId, UInt32 dwFlags, Void* pvAuxInfo, Byte* pbPrivateKeyBlob, UInt32* pcbPrivateKeyBlob)",待补充
CryptHashPublicKeyInfo,CRYPT32.dll,"BOOL CryptHashPublicKeyInfo(HCRYPTPROV_LEGACY hCryptProv, UInt32 Algid, UInt32 dwFlags, UInt32 dwCertEncodingType, CERT_PUBLIC_KEY_INFO* pInfo, Byte* pbComputedHash, UInt32* pcbComputedHash)",待补充
CertRDNValueToStrA,CRYPT32.dll,"UInt32 CertRDNValueToStrA(UInt32 dwValueType, CRYPTOAPI_BLOB* pValue, Byte* psz, UInt32 csz)",待补充
CertRDNValueToStrW,CRYPT32.dll,"UInt32 CertRDNValueToStrW(UInt32 dwValueType, CRYPTOAPI_BLOB* pValue, Char* psz, UInt32 csz)",待补充
CertNameToStrA,CRYPT32.dll,"UInt32 CertNameToStrA(UInt32 dwCertEncodingType, CRYPTOAPI_BLOB* pName, CERT_STRING_TYPE dwStrType, Byte* psz, UInt32 csz)",待补充
CertNameToStrW,CRYPT32.dll,"UInt32 CertNameToStrW(UInt32 dwCertEncodingType, CRYPTOAPI_BLOB* pName, CERT_STRING_TYPE dwStrType, Char* psz, UInt32 csz)",待补充
CertStrToNameA,CRYPT32.dll,"BOOL CertStrToNameA(UInt32 dwCertEncodingType, PSTR pszX500, CERT_STRING_TYPE dwStrType, Void* pvReserved, Byte* pbEncoded, UInt32* pcbEncoded, PSTR* ppszError)",待补充
CertStrToNameW,CRYPT32.dll,"BOOL CertStrToNameW(UInt32 dwCertEncodingType, PWSTR pszX500, CERT_STRING_TYPE dwStrType, Void* pvReserved, Byte* pbEncoded, UInt32* pcbEncoded, PWSTR* ppszError)",待补充
CertGetNameStringA,CRYPT32.dll,"UInt32 CertGetNameStringA(CERT_CONTEXT* pCertContext, UInt32 dwType, UInt32 dwFlags, Void* pvTypePara, Byte* pszNameString, UInt32 cchNameString)",待补充
CertGetNameStringW,CRYPT32.dll,"UInt32 CertGetNameStringW(CERT_CONTEXT* pCertContext, UInt32 dwType, UInt32 dwFlags, Void* pvTypePara, Char* pszNameString, UInt32 cchNameString)",待补充
CryptSignMessage,CRYPT32.dll,"BOOL CryptSignMessage(CRYPT_SIGN_MESSAGE_PARA* pSignPara, BOOL fDetachedSignature, UInt32 cToBeSigned, void* rgpbToBeSigned, UInt32* rgcbToBeSigned, Byte* pbSignedBlob, UInt32* pcbSignedBlob)",待补充
CryptVerifyMessageSignature,CRYPT32.dll,"BOOL CryptVerifyMessageSignature(CRYPT_VERIFY_MESSAGE_PARA* pVerifyPara, UInt32 dwSignerIndex, Byte* pbSignedBlob, UInt32 cbSignedBlob, Byte* pbDecoded, UInt32* pcbDecoded, void* ppSignerCert)",待补充
CryptGetMessageSignerCount,CRYPT32.dll,"Int32 CryptGetMessageSignerCount(UInt32 dwMsgEncodingType, Byte* pbSignedBlob, UInt32 cbSignedBlob)",待补充
CryptGetMessageCertificates,CRYPT32.dll,"HCERTSTORE CryptGetMessageCertificates(UInt32 dwMsgAndCertEncodingType, HCRYPTPROV_LEGACY hCryptProv, UInt32 dwFlags, Byte* pbSignedBlob, UInt32 cbSignedBlob)",待补充
CryptVerifyDetachedMessageSignature,CRYPT32.dll,"BOOL CryptVerifyDetachedMessageSignature(CRYPT_VERIFY_MESSAGE_PARA* pVerifyPara, UInt32 dwSignerIndex, Byte* pbDetachedSignBlob, UInt32 cbDetachedSignBlob, UInt32 cToBeSigned, void* rgpbToBeSigned, UInt32* rgcbToBeSigned, void* ppSignerCert)",待补充
CryptEncryptMessage,CRYPT32.dll,"BOOL CryptEncryptMessage(CRYPT_ENCRYPT_MESSAGE_PARA* pEncryptPara, UInt32 cRecipientCert, void* rgpRecipientCert, Byte* pbToBeEncrypted, UInt32 cbToBeEncrypted, Byte* pbEncryptedBlob, UInt32* pcbEncryptedBlob)",待补充
CryptDecryptMessage,CRYPT32.dll,"BOOL CryptDecryptMessage(CRYPT_DECRYPT_MESSAGE_PARA* pDecryptPara, Byte* pbEncryptedBlob, UInt32 cbEncryptedBlob, Byte* pbDecrypted, UInt32* pcbDecrypted, void* ppXchgCert)",待补充
CryptSignAndEncryptMessage,CRYPT32.dll,"BOOL CryptSignAndEncryptMessage(CRYPT_SIGN_MESSAGE_PARA* pSignPara, CRYPT_ENCRYPT_MESSAGE_PARA* pEncryptPara, UInt32 cRecipientCert, void* rgpRecipientCert, Byte* pbToBeSignedAndEncrypted, UInt32 cbToBeSignedAndEncrypted, Byte* pbSignedAndEncryptedBlob, UInt32* pcbSignedAndEncryptedBlob)",待补充
CryptDecryptAndVerifyMessageSignature,CRYPT32.dll,"BOOL CryptDecryptAndVerifyMessageSignature(CRYPT_DECRYPT_MESSAGE_PARA* pDecryptPara, CRYPT_VERIFY_MESSAGE_PARA* pVerifyPara, UInt32 dwSignerIndex, Byte* pbEncryptedBlob, UInt32 cbEncryptedBlob, Byte* pbDecrypted, UInt32* pcbDecrypted, void* ppXchgCert, void* ppSignerCert)",待补充
CryptDecodeMessage,CRYPT32.dll,"BOOL CryptDecodeMessage(UInt32 dwMsgTypeFlags, CRYPT_DECRYPT_MESSAGE_PARA* pDecryptPara, CRYPT_VERIFY_MESSAGE_PARA* pVerifyPara, UInt32 dwSignerIndex, Byte* pbEncodedBlob, UInt32 cbEncodedBlob, UInt32 dwPrevInnerContentType, UInt32* pdwMsgType, UInt32* pdwInnerContentType, Byte* pbDecoded, UInt32* pcbDecoded, void* ppXchgCert, void* ppSignerCert)",待补充
CryptHashMessage,CRYPT32.dll,"BOOL CryptHashMessage(CRYPT_HASH_MESSAGE_PARA* pHashPara, BOOL fDetachedHash, UInt32 cToBeHashed, void* rgpbToBeHashed, UInt32* rgcbToBeHashed, Byte* pbHashedBlob, UInt32* pcbHashedBlob, Byte* pbComputedHash, UInt32* pcbComputedHash)",待补充
CryptVerifyMessageHash,CRYPT32.dll,"BOOL CryptVerifyMessageHash(CRYPT_HASH_MESSAGE_PARA* pHashPara, Byte* pbHashedBlob, UInt32 cbHashedBlob, Byte* pbToBeHashed, UInt32* pcbToBeHashed, Byte* pbComputedHash, UInt32* pcbComputedHash)",待补充
CryptVerifyDetachedMessageHash,CRYPT32.dll,"BOOL CryptVerifyDetachedMessageHash(CRYPT_HASH_MESSAGE_PARA* pHashPara, Byte* pbDetachedHashBlob, UInt32 cbDetachedHashBlob, UInt32 cToBeHashed, void* rgpbToBeHashed, UInt32* rgcbToBeHashed, Byte* pbComputedHash, UInt32* pcbComputedHash)",待补充
CryptSignMessageWithKey,CRYPT32.dll,"BOOL CryptSignMessageWithKey(CRYPT_KEY_SIGN_MESSAGE_PARA* pSignPara, Byte* pbToBeSigned, UInt32 cbToBeSigned, Byte* pbSignedBlob, UInt32* pcbSignedBlob)",待补充
CryptVerifyMessageSignatureWithKey,CRYPT32.dll,"BOOL CryptVerifyMessageSignatureWithKey(CRYPT_KEY_VERIFY_MESSAGE_PARA* pVerifyPara, CERT_PUBLIC_KEY_INFO* pPublicKeyInfo, Byte* pbSignedBlob, UInt32 cbSignedBlob, Byte* pbDecoded, UInt32* pcbDecoded)",待补充
CertOpenSystemStoreA,CRYPT32.dll,"HCERTSTORE CertOpenSystemStoreA(HCRYPTPROV_LEGACY hProv, PSTR szSubsystemProtocol)",待补充
CertOpenSystemStoreW,CRYPT32.dll,"HCERTSTORE CertOpenSystemStoreW(HCRYPTPROV_LEGACY hProv, PWSTR szSubsystemProtocol)",待补充
CertAddEncodedCertificateToSystemStoreA,CRYPT32.dll,"BOOL CertAddEncodedCertificateToSystemStoreA(PSTR szCertStoreName, Byte* pbCertEncoded, UInt32 cbCertEncoded)",待补充
CertAddEncodedCertificateToSystemStoreW,CRYPT32.dll,"BOOL CertAddEncodedCertificateToSystemStoreW(PWSTR szCertStoreName, Byte* pbCertEncoded, UInt32 cbCertEncoded)",待补充
FindCertsByIssuer,WINTRUST.dll,"HRESULT FindCertsByIssuer(CERT_CHAIN* pCertChains, UInt32* pcbCertChains, UInt32* pcCertChains, Byte* pbEncodedIssuerName, UInt32 cbEncodedIssuerName, PWSTR pwszPurpose, UInt32 dwKeySpec)",待补充
CryptQueryObject,CRYPT32.dll,"BOOL CryptQueryObject(CERT_QUERY_OBJECT_TYPE dwObjectType, Void* pvObject, CERT_QUERY_CONTENT_TYPE_FLAGS dwExpectedContentTypeFlags, CERT_QUERY_FORMAT_TYPE_FLAGS dwExpectedFormatTypeFlags, UInt32 dwFlags, CERT_QUERY_ENCODING_TYPE* pdwMsgAndCertEncodingType, CERT_QUERY_CONTENT_TYPE* pdwContentType, CERT_QUERY_FORMAT_TYPE* pdwFormatType, HCERTSTORE* phCertStore, void* phMsg, void* ppvContext)",待补充
CryptMemAlloc,CRYPT32.dll,void CryptMemAlloc(UInt32 cbSize),待补充
CryptMemRealloc,CRYPT32.dll,"void CryptMemRealloc(Void* pv, UInt32 cbSize)",待补充
CryptMemFree,CRYPT32.dll,Void CryptMemFree(Void* pv),待补充
CryptCreateAsyncHandle,CRYPT32.dll,"BOOL CryptCreateAsyncHandle(UInt32 dwFlags, HCRYPTASYNC* phAsync)",待补充
CryptSetAsyncParam,CRYPT32.dll,"BOOL CryptSetAsyncParam(HCRYPTASYNC hAsync, PSTR pszParamOid, Void* pvParam, PFN_CRYPT_ASYNC_PARAM_FREE_FUNC pfnFree)",待补充
CryptGetAsyncParam,CRYPT32.dll,"BOOL CryptGetAsyncParam(HCRYPTASYNC hAsync, PSTR pszParamOid, void* ppvParam, PFN_CRYPT_ASYNC_PARAM_FREE_FUNC* ppfnFree)",待补充
CryptCloseAsyncHandle,CRYPT32.dll,BOOL CryptCloseAsyncHandle(HCRYPTASYNC hAsync),待补充
CryptRetrieveObjectByUrlA,CRYPTNET.dll,"BOOL CryptRetrieveObjectByUrlA(PSTR pszUrl, PSTR pszObjectOid, UInt32 dwRetrievalFlags, UInt32 dwTimeout, void* ppvObject, HCRYPTASYNC hAsyncRetrieve, CRYPT_CREDENTIALS* pCredentials, Void* pvVerify, CRYPT_RETRIEVE_AUX_INFO* pAuxInfo)",待补充
CryptRetrieveObjectByUrlW,CRYPTNET.dll,"BOOL CryptRetrieveObjectByUrlW(PWSTR pszUrl, PSTR pszObjectOid, UInt32 dwRetrievalFlags, UInt32 dwTimeout, void* ppvObject, HCRYPTASYNC hAsyncRetrieve, CRYPT_CREDENTIALS* pCredentials, Void* pvVerify, CRYPT_RETRIEVE_AUX_INFO* pAuxInfo)",待补充
CryptInstallCancelRetrieval,CRYPTNET.dll,"BOOL CryptInstallCancelRetrieval(PFN_CRYPT_CANCEL_RETRIEVAL pfnCancel, Void* pvArg, UInt32 dwFlags, Void* pvReserved)",待补充
CryptUninstallCancelRetrieval,CRYPTNET.dll,"BOOL CryptUninstallCancelRetrieval(UInt32 dwFlags, Void* pvReserved)",待补充
CryptGetObjectUrl,CRYPTNET.dll,"BOOL CryptGetObjectUrl(PSTR pszUrlOid, Void* pvPara, CRYPT_GET_URL_FLAGS dwFlags, CRYPT_URL_ARRAY* pUrlArray, UInt32* pcbUrlArray, CRYPT_URL_INFO* pUrlInfo, UInt32* pcbUrlInfo, Void* pvReserved)",待补充
CertCreateSelfSignCertificate,CRYPT32.dll,"void CertCreateSelfSignCertificate(HCRYPTPROV_OR_NCRYPT_KEY_HANDLE hCryptProvOrNCryptKey, CRYPTOAPI_BLOB* pSubjectIssuerBlob, CERT_CREATE_SELFSIGN_FLAGS dwFlags, CRYPT_KEY_PROV_INFO* pKeyProvInfo, CRYPT_ALGORITHM_IDENTIFIER* pSignatureAlgorithm, SYSTEMTIME* pStartTime, SYSTEMTIME* pEndTime, CERT_EXTENSIONS* pExtensions)",待补充
CryptGetKeyIdentifierProperty,CRYPT32.dll,"BOOL CryptGetKeyIdentifierProperty(CRYPTOAPI_BLOB* pKeyIdentifier, UInt32 dwPropId, UInt32 dwFlags, PWSTR pwszComputerName, Void* pvReserved, Void* pvData, UInt32* pcbData)",待补充
CryptSetKeyIdentifierProperty,CRYPT32.dll,"BOOL CryptSetKeyIdentifierProperty(CRYPTOAPI_BLOB* pKeyIdentifier, UInt32 dwPropId, UInt32 dwFlags, PWSTR pwszComputerName, Void* pvReserved, Void* pvData)",待补充
CryptEnumKeyIdentifierProperties,CRYPT32.dll,"BOOL CryptEnumKeyIdentifierProperties(CRYPTOAPI_BLOB* pKeyIdentifier, UInt32 dwPropId, UInt32 dwFlags, PWSTR pwszComputerName, Void* pvReserved, Void* pvArg, PFN_CRYPT_ENUM_KEYID_PROP pfnEnum)",待补充
CryptCreateKeyIdentifierFromCSP,CRYPT32.dll,"BOOL CryptCreateKeyIdentifierFromCSP(UInt32 dwCertEncodingType, PSTR pszPubKeyOID, PUBLICKEYSTRUC* pPubKeyStruc, UInt32 cbPubKeyStruc, UInt32 dwFlags, Void* pvReserved, Byte* pbHash, UInt32* pcbHash)",待补充
CertCreateCertificateChainEngine,CRYPT32.dll,"BOOL CertCreateCertificateChainEngine(CERT_CHAIN_ENGINE_CONFIG* pConfig, HCERTCHAINENGINE* phChainEngine)",待补充
CertFreeCertificateChainEngine,CRYPT32.dll,Void CertFreeCertificateChainEngine(HCERTCHAINENGINE hChainEngine),待补充
CertResyncCertificateChainEngine,CRYPT32.dll,BOOL CertResyncCertificateChainEngine(HCERTCHAINENGINE hChainEngine),待补充
CertGetCertificateChain,CRYPT32.dll,"BOOL CertGetCertificateChain(HCERTCHAINENGINE hChainEngine, CERT_CONTEXT* pCertContext, FILETIME* pTime, HCERTSTORE hAdditionalStore, CERT_CHAIN_PARA* pChainPara, UInt32 dwFlags, Void* pvReserved, void* ppChainContext)",待补充
CertFreeCertificateChain,CRYPT32.dll,Void CertFreeCertificateChain(CERT_CHAIN_CONTEXT* pChainContext),待补充
CertDuplicateCertificateChain,CRYPT32.dll,void CertDuplicateCertificateChain(CERT_CHAIN_CONTEXT* pChainContext),待补充
CertFindChainInStore,CRYPT32.dll,"void CertFindChainInStore(HCERTSTORE hCertStore, UInt32 dwCertEncodingType, CERT_FIND_CHAIN_IN_STORE_FLAGS dwFindFlags, UInt32 dwFindType, Void* pvFindPara, CERT_CHAIN_CONTEXT* pPrevChainContext)",待补充
CertVerifyCertificateChainPolicy,CRYPT32.dll,"BOOL CertVerifyCertificateChainPolicy(PSTR pszPolicyOID, CERT_CHAIN_CONTEXT* pChainContext, CERT_CHAIN_POLICY_PARA* pPolicyPara, CERT_CHAIN_POLICY_STATUS* pPolicyStatus)",待补充
CryptStringToBinaryA,CRYPT32.dll,"BOOL CryptStringToBinaryA(Byte* pszString, UInt32 cchString, CRYPT_STRING dwFlags, Byte* pbBinary, UInt32* pcbBinary, UInt32* pdwSkip, UInt32* pdwFlags)",待补充
