name,dll,signature,description
CryptStringToBinaryW,CRYPT32.dll,"BOOL CryptStringToBinaryW(Char* pszString, UInt32 cchString, CRYPT_STRING dwFlags, Byte* pbBinary, UInt32* pcbBinary, UInt32* pdwSkip, UInt32* pdwFlags)",待补充
CryptBinaryToStringA,CRYPT32.dll,"BOOL CryptBinaryToStringA(Byte* pbBinary, UInt32 cbBinary, CRYPT_STRING dwFlags, Byte* pszString, UInt32* pcchString)",待补充
CryptBinaryToStringW,CRYPT32.dll,"BOOL CryptBinaryToStringW(Byte* pbBinary, UInt32 cbBinary, CRYPT_STRING dwFlags, Char* pszString, UInt32* pcchString)",待补充
PFXImportCertStore,CRYPT32.dll,"HCERTSTORE PFXImportCertStore(CRYPTOAPI_BLOB* pPFX, PWSTR szPassword, CRYPT_KEY_FLAGS dwFlags)",待补充
PFXIsPFXBlob,CRYPT32.dll,BOOL PFXIsPFXBlob(CRYPTOAPI_BLOB* pPFX),待补充
PFXVerifyPassword,CRYPT32.dll,"BOOL PFXVerifyPassword(CRYPTOAPI_BLOB* pPFX, PWSTR szPassword, UInt32 dwFlags)",待补充
PFXExportCertStoreEx,CRYPT32.dll,"BOOL PFXExportCertStoreEx(HCERTSTORE hStore, CRYPTOAPI_BLOB* pPFX, PWSTR szPassword, Void* pvPara, UInt32 dwFlags)",待补充
PFXExportCertStore,CRYPT32.dll,"BOOL PFXExportCertStore(HCERTSTORE hStore, CRYPTOAPI_BLOB* pPFX, PWSTR szPassword, UInt32 dwFlags)",待补充
CertOpenServerOcspResponse,CRYPT32.dll,"void CertOpenServerOcspResponse(CERT_CHAIN_CONTEXT* pChainContext, UInt32 dwFlags, CERT_SERVER_OCSP_RESPONSE_OPEN_PARA* pOpenPara)",待补充
CertAddRefServerOcspResponse,CRYPT32.dll,Void CertAddRefServerOcspResponse(Void* hServerOcspResponse),待补充
CertCloseServerOcspResponse,CRYPT32.dll,"Void CertCloseServerOcspResponse(Void* hServerOcspResponse, UInt32 dwFlags)",待补充
CertGetServerOcspResponseContext,CRYPT32.dll,"void CertGetServerOcspResponseContext(Void* hServerOcspResponse, UInt32 dwFlags, Void* pvReserved)",待补充
CertAddRefServerOcspResponseContext,CRYPT32.dll,Void CertAddRefServerOcspResponseContext(CERT_SERVER_OCSP_RESPONSE_CONTEXT* pServerOcspResponseContext),待补充
CertFreeServerOcspResponseContext,CRYPT32.dll,Void CertFreeServerOcspResponseContext(CERT_SERVER_OCSP_RESPONSE_CONTEXT* pServerOcspResponseContext),待补充
CertRetrieveLogoOrBiometricInfo,CRYPT32.dll,"BOOL CertRetrieveLogoOrBiometricInfo(CERT_CONTEXT* pCertContext, PSTR lpszLogoOrBiometricType, UInt32 dwRetrievalFlags, UInt32 dwTimeout, UInt32 dwFlags, Void* pvReserved, void* ppbData, UInt32* pcbData, PWSTR* ppwszMimeType)",待补充
CertSelectCertificateChains,CRYPT32.dll,"BOOL CertSelectCertificateChains(Guid* pSelectionContext, UInt32 dwFlags, CERT_SELECT_CHAIN_PARA* pChainParameters, UInt32 cCriteria, CERT_SELECT_CRITERIA* rgpCriteria, HCERTSTORE hStore, UInt32* pcSelection, void* pprgpSelection)",待补充
CertFreeCertificateChainList,CRYPT32.dll,Void CertFreeCertificateChainList(void* prgpSelection),待补充
CryptRetrieveTimeStamp,CRYPT32.dll,"BOOL CryptRetrieveTimeStamp(PWSTR wszUrl, UInt32 dwRetrievalFlags, UInt32 dwTimeout, PSTR pszHashId, CRYPT_TIMESTAMP_PARA* pPara, Byte* pbData, UInt32 cbData, void* ppTsContext, void* ppTsSigner, HCERTSTORE* phStore)",待补充
CryptVerifyTimeStampSignature,CRYPT32.dll,"BOOL CryptVerifyTimeStampSignature(Byte* pbTSContentInfo, UInt32 cbTSContentInfo, Byte* pbData, UInt32 cbData, HCERTSTORE hAdditionalStore, void* ppTsContext, void* ppTsSigner, HCERTSTORE* phStore)",待补充
CertIsWeakHash,CRYPT32.dll,"BOOL CertIsWeakHash(UInt32 dwHashUseType, PWSTR pwszCNGHashAlgid, UInt32 dwChainFlags, CERT_CHAIN_CONTEXT* pSignerChainContext, FILETIME* pTimeStamp, PWSTR pwszFileName)",待补充
CryptProtectData,CRYPT32.dll,"BOOL CryptProtectData(CRYPTOAPI_BLOB* pDataIn, PWSTR szDataDescr, CRYPTOAPI_BLOB* pOptionalEntropy, Void* pvReserved, CRYPTPROTECT_PROMPTSTRUCT* pPromptStruct, UInt32 dwFlags, CRYPTOAPI_BLOB* pDataOut)",待补充
CryptUnprotectData,CRYPT32.dll,"BOOL CryptUnprotectData(CRYPTOAPI_BLOB* pDataIn, PWSTR* ppszDataDescr, CRYPTOAPI_BLOB* pOptionalEntropy, Void* pvReserved, CRYPTPROTECT_PROMPTSTRUCT* pPromptStruct, UInt32 dwFlags, CRYPTOAPI_BLOB* pDataOut)",待补充
CryptUpdateProtectedState,CRYPT32.dll,"BOOL CryptUpdateProtectedState(PSID pOldSid, PWSTR pwszOldPassword, UInt32 dwFlags, UInt32* pdwSuccessCount, UInt32* pdwFailureCount)",待补充
CryptProtectMemory,CRYPT32.dll,"BOOL CryptProtectMemory(Void* pDataIn, UInt32 cbDataIn, UInt32 dwFlags)",待补充
CryptUnprotectMemory,CRYPT32.dll,"BOOL CryptUnprotectMemory(Void* pDataIn, UInt32 cbDataIn, UInt32 dwFlags)",待补充
NCryptRegisterProtectionDescriptorName,ncrypt.dll,"HRESULT NCryptRegisterProtectionDescriptorName(PWSTR pwszName, PWSTR pwszDescriptorString, UInt32 dwFlags)",待补充
NCryptQueryProtectionDescriptorName,ncrypt.dll,"HRESULT NCryptQueryProtectionDescriptorName(PWSTR pwszName, Char* pwszDescriptorString, UIntPtr* pcDescriptorString, UInt32 dwFlags)",待补充
NCryptCreateProtectionDescriptor,ncrypt.dll,"HRESULT NCryptCreateProtectionDescriptor(PWSTR pwszDescriptorString, UInt32 dwFlags, NCRYPT_DESCRIPTOR_HANDLE* phDescriptor)",待补充
NCryptCloseProtectionDescriptor,ncrypt.dll,HRESULT NCryptCloseProtectionDescriptor(NCRYPT_DESCRIPTOR_HANDLE hDescriptor),待补充
NCryptGetProtectionDescriptorInfo,ncrypt.dll,"HRESULT NCryptGetProtectionDescriptorInfo(NCRYPT_DESCRIPTOR_HANDLE hDescriptor, NCRYPT_ALLOC_PARA* pMemPara, UInt32 dwInfoType, void* ppvInfo)",待补充
NCryptProtectSecret,ncrypt.dll,"HRESULT NCryptProtectSecret(NCRYPT_DESCRIPTOR_HANDLE hDescriptor, UInt32 dwFlags, Byte* pbData, UInt32 cbData, NCRYPT_ALLOC_PARA* pMemPara, HWND hWnd, void* ppbProtectedBlob, UInt32* pcbProtectedBlob)",待补充
NCryptUnprotectSecret,ncrypt.dll,"HRESULT NCryptUnprotectSecret(NCRYPT_DESCRIPTOR_HANDLE* phDescriptor, NCRYPT_FLAGS dwFlags, Byte* pbProtectedBlob, UInt32 cbProtectedBlob, NCRYPT_ALLOC_PARA* pMemPara, HWND hWnd, void* ppbData, UInt32* pcbData)",待补充
NCryptStreamOpenToProtect,ncrypt.dll,"HRESULT NCryptStreamOpenToProtect(NCRYPT_DESCRIPTOR_HANDLE hDescriptor, UInt32 dwFlags, HWND hWnd, NCRYPT_PROTECT_STREAM_INFO* pStreamInfo, NCRYPT_STREAM_HANDLE* phStream)",待补充
NCryptStreamOpenToUnprotect,ncrypt.dll,"HRESULT NCryptStreamOpenToUnprotect(NCRYPT_PROTECT_STREAM_INFO* pStreamInfo, UInt32 dwFlags, HWND hWnd, NCRYPT_STREAM_HANDLE* phStream)",待补充
NCryptStreamOpenToUnprotectEx,ncrypt.dll,"HRESULT NCryptStreamOpenToUnprotectEx(NCRYPT_PROTECT_STREAM_INFO_EX* pStreamInfo, UInt32 dwFlags, HWND hWnd, NCRYPT_STREAM_HANDLE* phStream)",待补充
NCryptStreamUpdate,ncrypt.dll,"HRESULT NCryptStreamUpdate(NCRYPT_STREAM_HANDLE hStream, Byte* pbData, UIntPtr cbData, BOOL fFinal)",待补充
NCryptStreamClose,ncrypt.dll,HRESULT NCryptStreamClose(NCRYPT_STREAM_HANDLE hStream),待补充
CryptXmlClose,CRYPTXML.dll,HRESULT CryptXmlClose(Void* hCryptXml),待补充
CryptXmlGetTransforms,CRYPTXML.dll,HRESULT CryptXmlGetTransforms(void* ppConfig),待补充
CryptXmlOpenToEncode,CRYPTXML.dll,"HRESULT CryptXmlOpenToEncode(CRYPT_XML_TRANSFORM_CHAIN_CONFIG* pConfig, CRYPT_XML_FLAGS dwFlags, PWSTR wszId, CRYPT_XML_PROPERTY* rgProperty, UInt32 cProperty, CRYPT_XML_BLOB* pEncoded, void* phSignature)",待补充
CryptXmlOpenToDecode,CRYPTXML.dll,"HRESULT CryptXmlOpenToDecode(CRYPT_XML_TRANSFORM_CHAIN_CONFIG* pConfig, CRYPT_XML_FLAGS dwFlags, CRYPT_XML_PROPERTY* rgProperty, UInt32 cProperty, CRYPT_XML_BLOB* pEncoded, void* phCryptXml)",待补充
CryptXmlAddObject,CRYPTXML.dll,"HRESULT CryptXmlAddObject(Void* hSignatureOrObject, UInt32 dwFlags, CRYPT_XML_PROPERTY* rgProperty, UInt32 cProperty, CRYPT_XML_BLOB* pEncoded, void* ppObject)",待补充
CryptXmlCreateReference,CRYPTXML.dll,"HRESULT CryptXmlCreateReference(Void* hCryptXml, UInt32 dwFlags, PWSTR wszId, PWSTR wszURI, PWSTR wszType, CRYPT_XML_ALGORITHM* pDigestMethod, UInt32 cTransform, CRYPT_XML_ALGORITHM* rgTransform, void* phReference)",待补充
CryptXmlDigestReference,CRYPTXML.dll,"HRESULT CryptXmlDigestReference(Void* hReference, UInt32 dwFlags, CRYPT_XML_DATA_PROVIDER* pDataProviderIn)",待补充
CryptXmlSetHMACSecret,CRYPTXML.dll,"HRESULT CryptXmlSetHMACSecret(Void* hSignature, Byte* pbSecret, UInt32 cbSecret)",待补充
CryptXmlSign,CRYPTXML.dll,"HRESULT CryptXmlSign(Void* hSignature, HCRYPTPROV_OR_NCRYPT_KEY_HANDLE hKey, CERT_KEY_SPEC dwKeySpec, CRYPT_XML_FLAGS dwFlags, CRYPT_XML_KEYINFO_SPEC dwKeyInfoSpec, Void* pvKeyInfoSpec, CRYPT_XML_ALGORITHM* pSignatureMethod, CRYPT_XML_ALGORITHM* pCanonicalization)",待补充
CryptXmlImportPublicKey,CRYPTXML.dll,"HRESULT CryptXmlImportPublicKey(CRYPT_XML_FLAGS dwFlags, CRYPT_XML_KEY_VALUE* pKeyValue, BCRYPT_KEY_HANDLE* phKey)",待补充
CryptXmlVerifySignature,CRYPTXML.dll,"HRESULT CryptXmlVerifySignature(Void* hSignature, BCRYPT_KEY_HANDLE hKey, CRYPT_XML_FLAGS dwFlags)",待补充
CryptXmlGetDocContext,CRYPTXML.dll,"HRESULT CryptXmlGetDocContext(Void* hCryptXml, void* ppStruct)",待补充
CryptXmlGetSignature,CRYPTXML.dll,"HRESULT CryptXmlGetSignature(Void* hCryptXml, void* ppStruct)",待补充
CryptXmlGetReference,CRYPTXML.dll,"HRESULT CryptXmlGetReference(Void* hCryptXml, void* ppStruct)",待补充
CryptXmlGetStatus,CRYPTXML.dll,"HRESULT CryptXmlGetStatus(Void* hCryptXml, CRYPT_XML_STATUS* pStatus)",待补充
CryptXmlEncode,CRYPTXML.dll,"HRESULT CryptXmlEncode(Void* hCryptXml, CRYPT_XML_CHARSET dwCharset, CRYPT_XML_PROPERTY* rgProperty, UInt32 cProperty, Void* pvCallbackState, PFN_CRYPT_XML_WRITE_CALLBACK pfnWrite)",待补充
CryptXmlGetAlgorithmInfo,CRYPTXML.dll,"HRESULT CryptXmlGetAlgorithmInfo(CRYPT_XML_ALGORITHM* pXmlAlgorithm, CRYPT_XML_FLAGS dwFlags, void* ppAlgInfo)",待补充
CryptXmlFindAlgorithmInfo,CRYPTXML.dll,"void CryptXmlFindAlgorithmInfo(UInt32 dwFindByType, Void* pvFindBy, UInt32 dwGroupId, UInt32 dwFlags)",待补充
CryptXmlEnumAlgorithmInfo,CRYPTXML.dll,"HRESULT CryptXmlEnumAlgorithmInfo(UInt32 dwGroupId, UInt32 dwFlags, Void* pvArg, PFN_CRYPT_XML_ENUM_ALG_INFO pfnEnumAlgInfo)",待补充
GetToken,infocardapi.dll,"HRESULT GetToken(UInt32 cPolicyChain, POLICY_ELEMENT* pPolicyChain, void* securityToken, void* phProofTokenCrypto)",待补充
ManageCardSpace,infocardapi.dll,HRESULT ManageCardSpace(),待补充
ImportInformationCard,infocardapi.dll,HRESULT ImportInformationCard(PWSTR fileName),待补充
Encrypt,infocardapi.dll,"HRESULT Encrypt(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, BOOL fOAEP, UInt32 cbInData, Byte* pInData, UInt32* pcbOutData, void* ppOutData)",待补充
Decrypt,infocardapi.dll,"HRESULT Decrypt(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, BOOL fOAEP, UInt32 cbInData, Byte* pInData, UInt32* pcbOutData, void* ppOutData)",待补充
SignHash,infocardapi.dll,"HRESULT SignHash(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, UInt32 cbHash, Byte* pHash, PWSTR hashAlgOid, UInt32* pcbSig, void* ppSig)",待补充
VerifyHash,infocardapi.dll,"HRESULT VerifyHash(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, UInt32 cbHash, Byte* pHash, PWSTR hashAlgOid, UInt32 cbSig, Byte* pSig, BOOL* pfVerified)",待补充
GetCryptoTransform,infocardapi.dll,"HRESULT GetCryptoTransform(INFORMATIONCARD_CRYPTO_HANDLE* hSymmetricCrypto, UInt32 mode, PaddingMode padding, UInt32 feedbackSize, Direction direction, UInt32 cbIV, Byte* pIV, void* pphTransform)",待补充
GetKeyedHash,infocardapi.dll,"HRESULT GetKeyedHash(INFORMATIONCARD_CRYPTO_HANDLE* hSymmetricCrypto, void* pphHash)",待补充
TransformBlock,infocardapi.dll,"HRESULT TransformBlock(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, UInt32 cbInData, Byte* pInData, UInt32* pcbOutData, void* ppOutData)",待补充
TransformFinalBlock,infocardapi.dll,"HRESULT TransformFinalBlock(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, UInt32 cbInData, Byte* pInData, UInt32* pcbOutData, void* ppOutData)",待补充
HashCore,infocardapi.dll,"HRESULT HashCore(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, UInt32 cbInData, Byte* pInData)",待补充
HashFinal,infocardapi.dll,"HRESULT HashFinal(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, UInt32 cbInData, Byte* pInData, UInt32* pcbOutData, void* ppOutData)",待补充
FreeToken,infocardapi.dll,BOOL FreeToken(GENERIC_XML_TOKEN* pAllocMemory),待补充
CloseCryptoHandle,infocardapi.dll,HRESULT CloseCryptoHandle(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto),待补充
GenerateDerivedKey,infocardapi.dll,"HRESULT GenerateDerivedKey(INFORMATIONCARD_CRYPTO_HANDLE* hCrypto, UInt32 cbLabel, Byte* pLabel, UInt32 cbNonce, Byte* pNonce, UInt32 derivedKeyLength, UInt32 offset, PWSTR algId, UInt32* pcbKey, void* ppKey)",待补充
GetBrowserToken,infocardapi.dll,"HRESULT GetBrowserToken(UInt32 dwParamType, Void* pParam, UInt32* pcbToken, void* ppToken)",待补充
DdqCreateSession,DiagnosticDataQuery.dll,"HRESULT DdqCreateSession(DdqAccessLevel accessLevel, HDIAGNOSTIC_DATA_QUERY_SESSION* hSession)",待补充
DdqCloseSession,DiagnosticDataQuery.dll,HRESULT DdqCloseSession(HDIAGNOSTIC_DATA_QUERY_SESSION hSession),待补充
DdqGetSessionAccessLevel,DiagnosticDataQuery.dll,"HRESULT DdqGetSessionAccessLevel(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, DdqAccessLevel* accessLevel)",待补充
DdqGetDiagnosticDataAccessLevelAllowed,DiagnosticDataQuery.dll,HRESULT DdqGetDiagnosticDataAccessLevelAllowed(DdqAccessLevel* accessLevel),待补充
DdqGetDiagnosticRecordStats,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordStats(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, DIAGNOSTIC_DATA_SEARCH_CRITERIA* searchCriteria, UInt32* recordCount, Int64* minRowId, Int64* maxRowId)",待补充
DdqGetDiagnosticRecordPayload,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordPayload(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, Int64 rowId, PWSTR* payload)",待补充
DdqGetDiagnosticRecordLocaleTags,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordLocaleTags(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, PWSTR locale, HDIAGNOSTIC_EVENT_TAG_DESCRIPTION* hTagDescription)",待补充
DdqFreeDiagnosticRecordLocaleTags,DiagnosticDataQuery.dll,HRESULT DdqFreeDiagnosticRecordLocaleTags(HDIAGNOSTIC_EVENT_TAG_DESCRIPTION hTagDescription),待补充
DdqGetDiagnosticRecordLocaleTagAtIndex,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordLocaleTagAtIndex(HDIAGNOSTIC_EVENT_TAG_DESCRIPTION hTagDescription, UInt32 index, DIAGNOSTIC_DATA_EVENT_TAG_DESCRIPTION* tagDescription)",待补充
DdqGetDiagnosticRecordLocaleTagCount,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordLocaleTagCount(HDIAGNOSTIC_EVENT_TAG_DESCRIPTION hTagDescription, UInt32* tagDescriptionCount)",待补充
DdqGetDiagnosticRecordProducers,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordProducers(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, HDIAGNOSTIC_EVENT_PRODUCER_DESCRIPTION* hProducerDescription)",待补充
DdqFreeDiagnosticRecordProducers,DiagnosticDataQuery.dll,HRESULT DdqFreeDiagnosticRecordProducers(HDIAGNOSTIC_EVENT_PRODUCER_DESCRIPTION hProducerDescription),待补充
DdqGetDiagnosticRecordProducerAtIndex,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordProducerAtIndex(HDIAGNOSTIC_EVENT_PRODUCER_DESCRIPTION hProducerDescription, UInt32 index, DIAGNOSTIC_DATA_EVENT_PRODUCER_DESCRIPTION* producerDescription)",待补充
DdqGetDiagnosticRecordProducerCount,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordProducerCount(HDIAGNOSTIC_EVENT_PRODUCER_DESCRIPTION hProducerDescription, UInt32* producerDescriptionCount)",待补充
DdqGetDiagnosticRecordProducerCategories,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordProducerCategories(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, PWSTR producerName, HDIAGNOSTIC_EVENT_CATEGORY_DESCRIPTION* hCategoryDescription)",待补充
DdqFreeDiagnosticRecordProducerCategories,DiagnosticDataQuery.dll,HRESULT DdqFreeDiagnosticRecordProducerCategories(HDIAGNOSTIC_EVENT_CATEGORY_DESCRIPTION hCategoryDescription),待补充
DdqGetDiagnosticRecordCategoryAtIndex,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordCategoryAtIndex(HDIAGNOSTIC_EVENT_CATEGORY_DESCRIPTION hCategoryDescription, UInt32 index, DIAGNOSTIC_DATA_EVENT_CATEGORY_DESCRIPTION* categoryDescription)",待补充
DdqGetDiagnosticRecordCategoryCount,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordCategoryCount(HDIAGNOSTIC_EVENT_CATEGORY_DESCRIPTION hCategoryDescription, UInt32* categoryDescriptionCount)",待补充
DdqIsDiagnosticRecordSampledIn,DiagnosticDataQuery.dll,"HRESULT DdqIsDiagnosticRecordSampledIn(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, Guid* providerGroup, Guid* providerId, PWSTR providerName, UInt32* eventId, PWSTR eventName, UInt32* eventVersion, UInt64* eventKeywords, BOOL* isSampledIn)",待补充
DdqGetDiagnosticRecordPage,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordPage(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, DIAGNOSTIC_DATA_SEARCH_CRITERIA* searchCriteria, UInt32 offset, UInt32 pageRecordCount, Int64 baseRowId, HDIAGNOSTIC_RECORD* hRecord)",待补充
DdqFreeDiagnosticRecordPage,DiagnosticDataQuery.dll,HRESULT DdqFreeDiagnosticRecordPage(HDIAGNOSTIC_RECORD hRecord),待补充
DdqGetDiagnosticRecordAtIndex,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordAtIndex(HDIAGNOSTIC_RECORD hRecord, UInt32 index, DIAGNOSTIC_DATA_RECORD* record)",待补充
DdqGetDiagnosticRecordCount,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordCount(HDIAGNOSTIC_RECORD hRecord, UInt32* recordCount)",待补充
DdqGetDiagnosticReportStoreReportCount,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticReportStoreReportCount(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, UInt32 reportStoreType, UInt32* reportCount)",待补充
DdqCancelDiagnosticRecordOperation,DiagnosticDataQuery.dll,HRESULT DdqCancelDiagnosticRecordOperation(HDIAGNOSTIC_DATA_QUERY_SESSION hSession),待补充
DdqGetDiagnosticReport,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticReport(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, UInt32 reportStoreType, HDIAGNOSTIC_REPORT* hReport)",待补充
DdqFreeDiagnosticReport,DiagnosticDataQuery.dll,HRESULT DdqFreeDiagnosticReport(HDIAGNOSTIC_REPORT hReport),待补充
DdqGetDiagnosticReportAtIndex,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticReportAtIndex(HDIAGNOSTIC_REPORT hReport, UInt32 index, DIAGNOSTIC_REPORT_DATA* report)",待补充
DdqGetDiagnosticReportCount,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticReportCount(HDIAGNOSTIC_REPORT hReport, UInt32* reportCount)",待补充
DdqExtractDiagnosticReport,DiagnosticDataQuery.dll,"HRESULT DdqExtractDiagnosticReport(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, UInt32 reportStoreType, PWSTR reportKey, PWSTR destinationPath)",待补充
DdqGetDiagnosticRecordTagDistribution,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordTagDistribution(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, PWSTR* producerNames, UInt32 producerNameCount, void* tagStats, UInt32* statCount)",待补充
DdqGetDiagnosticRecordBinaryDistribution,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordBinaryDistribution(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, PWSTR* producerNames, UInt32 producerNameCount, UInt32 topNBinaries, void* binaryStats, UInt32* statCount)",待补充
DdqGetDiagnosticRecordSummary,DiagnosticDataQuery.dll,"HRESULT DdqGetDiagnosticRecordSummary(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, PWSTR* producerNames, UInt32 producerNameCount, DIAGNOSTIC_DATA_GENERAL_STATS* generalStats)",待补充
DdqSetTranscriptConfiguration,DiagnosticDataQuery.dll,"HRESULT DdqSetTranscriptConfiguration(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, DIAGNOSTIC_DATA_EVENT_TRANSCRIPT_CONFIGURATION* desiredConfig)",待补充
DdqGetTranscriptConfiguration,DiagnosticDataQuery.dll,"HRESULT DdqGetTranscriptConfiguration(HDIAGNOSTIC_DATA_QUERY_SESSION hSession, DIAGNOSTIC_DATA_EVENT_TRANSCRIPT_CONFIGURATION* currentConfig)",待补充
DSCreateISecurityInfoObject,DSSEC.dll,"HRESULT DSCreateISecurityInfoObject(PWSTR pwszObjectPath, PWSTR pwszObjectClass, UInt32 dwFlags, ISecurityInformation* ppSI, PFNREADOBJECTSECURITY pfnReadSD, PFNWRITEOBJECTSECURITY pfnWriteSD, LPARAM lpContext)",待补充
DSCreateISecurityInfoObjectEx,DSSEC.dll,"HRESULT DSCreateISecurityInfoObjectEx(PWSTR pwszObjectPath, PWSTR pwszObjectClass, PWSTR pwszServer, PWSTR pwszUserName, PWSTR pwszPassword, UInt32 dwFlags, ISecurityInformation* ppSI, PFNREADOBJECTSECURITY pfnReadSD, PFNWRITEOBJECTSECURITY pfnWriteSD, LPARAM lpContext)",待补充
DSCreateSecurityPage,DSSEC.dll,"HRESULT DSCreateSecurityPage(PWSTR pwszObjectPath, PWSTR pwszObjectClass, UInt32 dwFlags, HPROPSHEETPAGE* phPage, PFNREADOBJECTSECURITY pfnReadSD, PFNWRITEOBJECTSECURITY pfnWriteSD, LPARAM lpContext)",待补充
DSEditSecurity,DSSEC.dll,"HRESULT DSEditSecurity(HWND hwndOwner, PWSTR pwszObjectPath, PWSTR pwszObjectClass, UInt32 dwFlags, PWSTR pwszCaption, PFNREADOBJECTSECURITY pfnReadSD, PFNWRITEOBJECTSECURITY pfnWriteSD, LPARAM lpContext)",待补充
SrpCreateThreadNetworkContext,srpapi.dll,"HRESULT SrpCreateThreadNetworkContext(PWSTR enterpriseId, HTHREAD_NETWORK_CONTEXT* threadNetworkContext)",待补充
SrpCloseThreadNetworkContext,srpapi.dll,HRESULT SrpCloseThreadNetworkContext(HTHREAD_NETWORK_CONTEXT* threadNetworkContext),待补充
SrpSetTokenEnterpriseId,srpapi.dll,"HRESULT SrpSetTokenEnterpriseId(HANDLE tokenHandle, PWSTR enterpriseId)",待补充
SrpGetEnterpriseIds,srpapi.dll,"HRESULT SrpGetEnterpriseIds(HANDLE tokenHandle, UInt32* numberOfBytes, PWSTR* enterpriseIds, UInt32* enterpriseIdCount)",待补充
SrpEnablePermissiveModeFileEncryption,srpapi.dll,HRESULT SrpEnablePermissiveModeFileEncryption(PWSTR enterpriseId),待补充
SrpDisablePermissiveModeFileEncryption,srpapi.dll,HRESULT SrpDisablePermissiveModeFileEncryption(),待补充
SrpGetEnterprisePolicy,srpapi.dll,"HRESULT SrpGetEnterprisePolicy(HANDLE tokenHandle, ENTERPRISE_DATA_POLICIES* policyFlags)",待补充
SrpIsTokenService,srpapi.dll,"NTSTATUS SrpIsTokenService(HANDLE TokenHandle, Byte* IsTokenService)",待补充
SrpDoesPolicyAllowAppExecution,srpapi.dll,"HRESULT SrpDoesPolicyAllowAppExecution(PACKAGE_ID* packageId, BOOL* isAllowed)",待补充
SrpHostingInitialize,srpapi.dll,"HRESULT SrpHostingInitialize(SRPHOSTING_VERSION Version, SRPHOSTING_TYPE Type, Void* pvData, UInt32 cbData)",待补充
SrpHostingTerminate,srpapi.dll,Void SrpHostingTerminate(SRPHOSTING_TYPE Type),待补充
ProtectFileToEnterpriseIdentity,efswrt.dll,"HRESULT ProtectFileToEnterpriseIdentity(PWSTR fileOrFolderPath, PWSTR identity)",待补充
UnprotectFile,efswrt.dll,"HRESULT UnprotectFile(PWSTR fileOrFolderPath, FILE_UNPROTECT_OPTIONS* options)",待补充
EapHostPeerGetMethods,eappcfg.dll,"UInt32 EapHostPeerGetMethods(EAP_METHOD_INFO_ARRAY* pEapMethodInfoArray, void* ppEapError)",待补充
